No	music_no	member_no	date	amount
5201	40	21	2018-09-05	1
5202	250	21	2018-09-06	2
5203	292	21	2018-09-24	3
5204	160	21	2019-01-25	9
5205	217	21	2019-02-04	8
5206	120	21	2019-02-13	6
5207	94	21	2018-06-21	7
5208	136	21	2019-04-07	10
5209	134	21	2018-05-21	10
5210	237	21	2018-11-12	7
5211	21	21	2018-07-09	3
5212	193	21	2018-10-01	4
5213	258	21	2019-04-19	3
5214	306	21	2018-10-16	1
5215	182	21	2019-05-06	7
5216	198	21	2018-10-26	4
5217	74	21	2018-06-27	7
5218	11	21	2018-09-10	1
5219	24	21	2019-02-12	7
5220	278	21	2019-01-11	7
5221	127	21	2018-10-08	4
5222	150	21	2018-07-23	4
5223	246	21	2018-06-17	5
5224	68	21	2018-09-19	6
5225	9	21	2019-01-05	6
5226	303	21	2018-05-30	6
5227	311	21	2018-08-15	7
5228	147	21	2019-01-28	2
5229	105	21	2018-08-25	6
5230	273	21	2018-12-10	10
5231	228	21	2018-04-25	9
5232	155	21	2018-05-23	3
5233	89	21	2019-05-13	7
5234	46	21	2018-10-25	3
5235	51	21	2018-05-24	3
5236	159	21	2019-01-07	1
5237	145	21	2019-02-04	10
5238	295	21	2019-05-19	2
5239	33	21	2018-12-09	2
5240	83	21	2019-01-20	1
5241	95	21	2018-11-04	7
5242	257	21	2018-12-07	10
5243	139	21	2018-08-21	5
5244	261	21	2018-10-13	4
5245	165	21	2019-02-25	7
5246	314	21	2018-07-18	8
5247	58	21	2019-01-23	1
5248	79	21	2018-08-02	10
5249	281	21	2018-11-09	2
5250	90	21	2019-04-25	1
5251	22	21	2019-01-13	7
5252	195	21	2018-08-29	9
5253	290	21	2019-03-28	9
5254	192	21	2019-03-28	9
5255	184	21	2019-01-19	2
5256	44	21	2019-05-21	1
5257	29	21	2018-07-16	3
5258	25	21	2019-01-06	7
5259	189	21	2019-03-14	8
5260	215	21	2018-04-22	10
5261	123	21	2018-09-10	9
5262	114	21	2018-05-15	4
5263	208	21	2018-08-21	6
5264	124	21	2018-11-30	8
5265	15	21	2018-11-27	3
5266	27	21	2018-11-20	9
5267	126	21	2018-06-25	8
5268	186	21	2018-06-22	5
5269	71	21	2018-08-21	10
5270	210	21	2018-04-26	2
5271	163	21	2018-09-16	5
5272	116	21	2019-04-03	3
5273	62	21	2018-08-29	9
5274	236	21	2018-05-29	3
5275	171	21	2018-10-23	3
5276	84	21	2019-03-21	5
5277	34	21	2019-04-28	2
5278	109	21	2018-07-01	2
5279	247	21	2018-12-26	5
5280	294	21	2018-09-20	7
5281	169	21	2018-12-11	3
5282	167	21	2018-08-07	8
5283	156	21	2019-02-27	9
5284	282	21	2018-11-26	1
5285	76	21	2018-07-27	3
5286	112	21	2018-06-24	6
5287	106	21	2018-08-18	8
5288	128	21	2019-02-02	4
5289	99	21	2018-11-18	5
5290	251	21	2018-11-21	1
5291	319	21	2018-05-01	5
5292	300	21	2018-06-07	6
5293	48	21	2019-04-10	9
5294	152	21	2018-09-23	4
5295	18	21	2019-03-30	8
5296	141	21	2018-09-19	9
5297	301	21	2019-01-28	1
5298	102	21	2019-02-22	7
5299	270	21	2018-06-26	4
5300	39	21	2018-10-11	4
5301	125	21	2018-06-28	3
5302	253	21	2019-02-14	1
5303	316	21	2018-05-14	3
5304	225	21	2018-08-29	3
5305	229	21	2018-05-22	6
5306	275	21	2018-08-27	4
5307	231	21	2018-05-19	10
5308	144	21	2019-04-17	2
5309	260	21	2018-12-03	5
5310	205	21	2019-02-01	1
5311	6	21	2018-11-04	6
5312	140	21	2018-10-29	9
5313	110	21	2019-05-15	6
5314	88	21	2018-07-31	7
5315	38	21	2018-08-05	10
5316	315	21	2018-10-22	7
5317	57	21	2019-05-03	10
5318	66	21	2018-06-17	2
5319	220	21	2018-12-14	3
5320	304	21	2018-09-17	10
5321	132	21	2018-06-06	3
5322	154	21	2018-11-26	9
5323	35	21	2018-06-19	6
5324	248	21	2018-11-02	9
5325	3	21	2018-11-28	2
5326	317	21	2019-01-27	3
5327	4	21	2019-04-02	9
5328	176	21	2018-11-22	6
5329	219	21	2018-09-22	2
5330	13	21	2019-02-20	10
5331	269	21	2018-04-27	9
5332	151	21	2018-09-25	10
5333	162	21	2019-03-14	8
5334	56	21	2018-11-30	8
5335	50	21	2019-04-30	10
5336	143	21	2018-08-27	1
5337	2	21	2018-06-16	10
5338	283	21	2019-02-12	10
5339	103	21	2018-07-08	3
5340	137	21	2018-11-30	5
5341	54	21	2019-01-01	7
5342	45	21	2018-12-30	6
5343	28	22	2018-09-07	1
5344	10	22	2019-04-03	7
5345	192	22	2019-01-25	9
5346	75	22	2018-05-28	7
5347	170	22	2019-01-12	2
5348	177	22	2019-05-25	2
5349	253	22	2018-12-01	7
5350	173	22	2018-09-07	8
5351	196	22	2018-07-27	8
5352	212	22	2018-07-04	1
5353	315	22	2019-04-28	2
5354	89	22	2018-06-14	7
5355	291	22	2019-02-08	6
5356	35	22	2018-06-21	9
5357	187	22	2019-01-24	7
5358	14	22	2018-10-22	8
5359	151	22	2018-12-22	10
5360	29	22	2018-12-26	10
5361	52	22	2019-05-06	7
5362	157	22	2019-02-09	6
5363	188	22	2018-06-26	2
5364	297	22	2019-04-23	1
5365	220	22	2019-04-17	6
5366	77	22	2019-02-20	2
5367	237	22	2019-04-12	9
5368	162	22	2018-05-16	6
5369	195	22	2019-05-19	5
5370	23	22	2019-02-20	7
5371	185	22	2018-05-20	3
5372	312	22	2018-10-31	4
5373	282	22	2018-12-11	8
5374	39	22	2018-05-01	4
5375	280	22	2018-04-21	1
5376	51	22	2018-07-01	7
5377	207	22	2018-07-03	2
5378	172	22	2019-02-11	1
5379	44	22	2018-12-21	5
5380	205	22	2018-12-06	6
5381	283	22	2019-01-28	2
5382	60	22	2018-06-01	5
5383	182	22	2018-07-29	4
5384	8	22	2019-04-22	4
5385	318	22	2019-03-14	4
5386	293	22	2018-10-16	8
5387	199	22	2018-09-23	2
5388	275	22	2018-07-02	8
5389	61	22	2019-01-09	9
5390	163	22	2019-02-21	5
5391	269	22	2018-07-16	1
5392	258	22	2019-01-06	10
5393	263	22	2019-03-19	8
5394	208	22	2018-12-20	1
5395	224	22	2019-03-14	2
5396	155	22	2018-09-08	1
5397	138	22	2018-12-18	4
5398	189	22	2019-01-14	3
5399	234	22	2019-01-23	5
5400	308	22	2018-09-21	2
5401	303	22	2018-06-29	5
5402	232	22	2018-11-15	3
5403	242	22	2018-05-18	5
5404	213	22	2019-02-02	4
5405	85	22	2019-02-16	1
5406	311	22	2018-05-15	8
5407	16	22	2018-11-14	3
5408	70	22	2019-01-24	4
5409	31	22	2018-12-24	10
5410	153	22	2018-06-23	8
5411	137	22	2018-09-11	1
5412	90	22	2018-05-27	7
5413	139	22	2018-12-18	9
5414	261	22	2018-06-13	7
5415	286	22	2019-03-16	3
5416	266	22	2019-03-18	5
5417	81	22	2018-06-09	9
5418	114	22	2019-03-17	7
5419	130	22	2018-09-24	3
5420	105	22	2018-05-10	7
5421	64	22	2018-09-11	4
5422	233	22	2018-11-05	1
5423	160	22	2019-01-26	4
5424	156	22	2019-01-28	9
5425	219	22	2019-03-17	10
5426	246	22	2019-01-06	6
5427	267	22	2019-01-31	5
5428	171	22	2018-07-29	6
5429	49	22	2018-11-30	10
5430	240	22	2018-08-09	6
5431	132	22	2018-10-20	6
5432	176	22	2019-03-30	7
5433	169	22	2018-10-01	6
5434	57	22	2018-08-13	4
5435	98	22	2019-01-01	9
5436	223	22	2019-04-09	10
5437	82	22	2018-04-30	7
5438	116	22	2019-05-03	6
5439	32	22	2018-10-17	6
5440	247	22	2019-02-20	1
5441	143	22	2018-11-11	6
5442	122	22	2018-08-24	9
5443	5	22	2019-01-17	6
5444	305	22	2018-09-07	8
5445	45	22	2018-05-14	6
5446	229	22	2019-04-27	7
5447	287	22	2018-11-11	3
5448	161	22	2019-01-17	9
5449	95	22	2019-02-21	4
5450	228	22	2018-08-23	5
5451	27	22	2019-02-26	6
5452	244	22	2018-07-31	3
5453	62	22	2019-01-14	3
5454	254	22	2018-05-06	3
5455	178	22	2018-05-10	5
5456	235	22	2018-11-28	5
5457	225	22	2018-10-29	4
5458	152	22	2018-05-31	7
5459	277	22	2018-11-06	1
5460	142	22	2018-08-26	6
5461	88	22	2018-05-28	4
5462	262	22	2018-09-29	8
5463	108	22	2019-04-26	6
5464	33	22	2019-02-08	8
5465	123	22	2018-10-01	6
5466	125	22	2018-08-25	3
5467	256	22	2018-07-12	3
5468	181	22	2018-11-28	8
5469	18	22	2018-08-17	6
5470	136	22	2019-01-25	7
5471	106	22	2018-11-09	9
5472	101	22	2018-04-21	3
5473	20	22	2019-01-27	8
5474	179	22	2018-07-21	1
5475	103	22	2019-03-28	4
5476	134	22	2019-02-17	3
5477	135	22	2019-04-19	3
5478	102	22	2018-08-04	10
5479	78	22	2019-01-26	1
5480	214	22	2018-11-28	6
5481	257	22	2019-04-15	4
5482	206	22	2019-02-05	3
5483	209	22	2019-01-03	5
5484	193	22	2018-08-12	4
5485	112	22	2019-05-09	2
5486	113	22	2019-05-22	4
5487	167	22	2018-06-28	6
5488	288	22	2018-06-18	1
5489	317	22	2018-12-14	9
5490	41	22	2019-04-28	1
5491	190	22	2018-08-22	1
5492	4	22	2018-11-28	8
5493	119	22	2018-06-15	2
5494	17	22	2018-07-24	5
5495	67	22	2019-04-20	2
5496	46	22	2018-06-11	6
5497	217	22	2019-04-26	4
5498	63	22	2019-03-17	2
5499	191	22	2018-08-18	6
5500	117	22	2019-05-10	8
5501	107	22	2018-08-04	10
5502	146	22	2018-07-25	10
5503	58	22	2018-07-24	4
5504	133	22	2018-12-12	5
5505	72	22	2018-11-09	8
5506	273	22	2018-06-15	7
5507	59	22	2018-08-28	9
5508	294	22	2019-02-22	10
5509	320	22	2018-08-20	3
5510	211	22	2019-01-28	5
5511	184	22	2018-08-10	3
5512	175	22	2018-07-15	1
5513	248	22	2018-06-18	5
5514	94	22	2019-04-29	8
5515	144	22	2018-07-04	9
5516	231	22	2019-03-14	2
5517	126	22	2019-03-25	9
5518	50	22	2018-06-15	1
5519	30	22	2018-09-14	5
5520	99	22	2018-11-03	6
5521	68	22	2018-12-11	2
5522	6	22	2019-01-18	2
5523	194	22	2018-09-08	9
5524	65	22	2018-08-04	10
5525	92	22	2018-10-31	8
5526	129	22	2019-02-23	7
5527	54	22	2019-01-28	2
5528	268	22	2018-12-26	6
5529	140	22	2018-04-25	1
5530	216	22	2019-05-15	3
5531	183	22	2018-09-13	4
5532	47	22	2018-07-09	8
5533	296	22	2018-08-21	4
5534	147	22	2019-05-19	10
5535	230	22	2019-04-23	4
5536	204	22	2018-05-02	1
5537	36	22	2019-04-08	7
5538	255	22	2018-08-24	9
5539	290	22	2018-05-25	4
5540	260	22	2018-12-23	1
5541	252	22	2018-09-12	3
5542	73	22	2019-01-17	9
5543	91	22	2019-01-20	4
5544	141	22	2018-07-05	7
5545	97	22	2018-04-25	5
5546	309	22	2018-07-04	10
5547	19	22	2019-03-02	8
5548	314	22	2019-03-14	8
5549	131	22	2018-05-03	5
5550	165	22	2018-04-30	6
5551	316	22	2018-05-26	4
5552	149	22	2018-09-12	3
5553	55	22	2018-05-24	5
5554	38	22	2019-04-21	2
5555	174	22	2018-10-13	2
5556	265	22	2018-08-19	2
5557	48	22	2018-10-12	4
5558	186	22	2018-05-14	4
5559	104	22	2019-03-02	3
5560	251	22	2019-03-05	3
5561	221	22	2019-05-18	9
5562	158	22	2018-11-18	7
5563	74	22	2018-08-31	8
5564	22	22	2018-08-25	4
5565	150	22	2019-04-08	6
5566	210	22	2018-09-17	8
5567	87	22	2019-01-28	3
5568	56	22	2018-11-25	6
5569	26	22	2019-05-02	10
5570	124	22	2018-10-15	6
5571	218	22	2018-08-24	8
5572	243	22	2018-11-24	7
5573	25	22	2019-05-13	4
5574	71	22	2018-10-21	5
5575	250	22	2019-04-04	5
5576	289	22	2018-04-28	5
5577	42	22	2018-11-10	6
5578	238	22	2018-04-26	5
5579	279	22	2018-09-20	5
5580	120	22	2018-08-23	7
5581	100	22	2019-02-09	10
5582	259	22	2019-04-23	9
5583	241	23	2019-03-16	9
5584	101	23	2018-04-24	9
5585	32	23	2018-12-19	7
5586	109	23	2018-07-22	2
5587	14	23	2018-04-29	4
5588	17	23	2019-03-23	4
5589	227	23	2018-12-29	9
5590	193	23	2018-06-30	2
5591	27	23	2018-07-23	2
5592	276	23	2018-09-14	9
5593	242	23	2018-08-02	8
5594	100	23	2018-11-02	9
5595	289	23	2018-08-11	6
5596	97	23	2019-01-05	3
5597	215	23	2019-05-15	5
5598	204	23	2019-05-01	2
5599	65	23	2018-08-12	4
5600	113	23	2019-03-06	2
5601	143	23	2018-06-19	2
5602	64	23	2018-10-27	3
5603	67	23	2019-03-18	8
5604	6	23	2019-05-06	6
5605	69	23	2019-01-08	3
5606	212	23	2018-12-29	9
5607	166	23	2019-02-08	4
5608	310	23	2019-04-15	8
5609	160	23	2018-07-20	1
5610	77	23	2018-07-25	10
5611	257	23	2018-06-06	1
5612	107	23	2018-06-28	7
5613	140	23	2019-04-12	1
5614	300	23	2018-05-25	8
5615	182	23	2018-10-23	8
5616	129	23	2018-06-13	6
5617	293	23	2019-05-20	2
5618	243	23	2018-10-07	7
5619	254	23	2018-08-20	5
5620	187	23	2019-02-14	4
5621	46	23	2018-07-14	8
5622	1	23	2018-08-27	10
5623	302	23	2019-02-25	4
5624	122	23	2019-04-19	1
5625	260	23	2018-11-12	7
5626	217	23	2018-09-02	9
5627	24	23	2018-12-30	7
5628	209	23	2019-01-19	6
5629	184	23	2018-06-24	1
5630	167	23	2019-01-17	7
5631	21	23	2019-05-21	3
5632	195	23	2019-04-01	9
5633	13	23	2019-02-18	7
5634	4	23	2018-08-25	7
5635	9	23	2019-04-23	3
5636	125	23	2018-09-14	1
5637	34	23	2018-07-24	6
5638	320	23	2019-01-22	5
5639	191	23	2019-03-01	5
5640	315	23	2019-01-21	7
5641	60	23	2019-01-31	3
5642	7	23	2018-11-16	10
5643	180	23	2019-04-05	2
5644	130	23	2019-01-11	8
5645	152	23	2018-08-28	5
5646	216	23	2019-01-04	3
5647	269	23	2018-07-06	1
5648	271	23	2018-08-05	9
5649	124	23	2018-09-05	6
5650	265	23	2018-11-27	2
5651	250	23	2018-07-20	2
5652	37	23	2018-06-09	3
5653	230	23	2018-12-29	4
5654	203	23	2019-03-22	7
5655	248	23	2018-10-12	1
5656	175	23	2018-05-29	10
5657	273	23	2019-02-12	10
5658	214	23	2018-06-08	8
5659	171	23	2018-12-02	5
5660	236	23	2018-07-16	5
5661	118	23	2018-10-22	1
5662	86	23	2019-05-07	5
5663	82	23	2018-07-15	1
5664	145	23	2018-05-26	7
5665	228	23	2018-09-12	3
5666	165	23	2018-06-04	1
5667	51	23	2018-07-02	8
5668	26	23	2018-05-29	7
5669	200	23	2018-06-26	10
5670	279	23	2018-10-01	7
5671	29	23	2018-11-23	10
5672	234	23	2019-05-18	1
5673	161	23	2019-01-10	7
5674	263	23	2019-05-03	6
5675	120	23	2018-07-12	7
5676	319	23	2019-04-05	1
5677	192	23	2019-01-09	6
5678	25	23	2019-01-07	9
5679	223	23	2019-01-26	9
5680	153	23	2018-09-20	5
5681	295	23	2018-08-16	8
5682	144	23	2019-05-07	1
5683	189	23	2018-10-28	8
5684	268	23	2019-02-01	10
5685	207	23	2019-03-01	9
5686	39	23	2018-10-08	1
5687	70	23	2018-12-14	8
5688	136	23	2019-02-09	5
5689	299	23	2018-10-26	7
5690	8	23	2019-04-20	9
5691	297	23	2019-05-13	9
5692	85	23	2018-07-19	2
5693	170	23	2018-05-12	4
5694	298	23	2019-03-23	10
5695	89	23	2019-01-08	5
5696	252	23	2019-04-05	3
5697	10	23	2018-11-03	10
5698	44	23	2019-04-27	1
5699	190	23	2019-03-29	2
5700	305	23	2019-05-01	10
5701	291	23	2018-09-23	2
5702	246	23	2019-01-19	10
5703	19	23	2018-05-10	6
5704	68	23	2018-10-24	8
5705	90	23	2019-02-05	1
5706	188	23	2018-11-02	9
5707	105	23	2019-02-04	1
5708	306	23	2018-06-20	10
5709	20	23	2019-02-28	3
5710	147	23	2019-04-25	5
5711	296	23	2019-03-13	6
5712	222	23	2018-09-26	5
5713	50	23	2019-05-09	3
5714	99	23	2018-04-28	9
5715	55	23	2019-03-27	2
5716	275	23	2019-05-24	1
5717	194	23	2019-02-25	9
5718	12	23	2018-06-24	6
5719	59	23	2018-05-20	10
5720	155	23	2019-01-14	5
5721	164	23	2019-04-15	10
5722	79	23	2018-05-06	6
5723	150	23	2018-07-26	6
5724	314	23	2018-12-24	4
5725	210	23	2018-07-04	2
5726	28	23	2018-07-14	3
5727	233	23	2019-04-26	3
5728	244	23	2018-06-14	7
5729	16	23	2018-06-24	8
5730	139	23	2019-02-27	2
5731	168	23	2019-02-14	2
5732	133	23	2018-12-15	4
5733	114	23	2019-04-17	9
5734	49	23	2018-09-09	1
5735	224	23	2018-05-31	2
5736	201	23	2018-06-04	8
5737	235	23	2019-03-28	1
5738	280	23	2018-08-23	8
5739	66	23	2019-01-19	6
5740	185	23	2018-07-01	6
5741	102	23	2019-02-28	7
5742	81	23	2018-10-04	8
5743	38	23	2018-10-21	3
5744	53	23	2018-10-18	7
5745	205	23	2019-01-11	8
5746	256	23	2018-07-16	1
5747	5	23	2018-12-18	6
5748	156	23	2018-06-16	4
5749	52	23	2018-10-22	5
5750	220	23	2018-04-30	9
5751	128	23	2018-10-10	1
5752	91	23	2018-08-21	3
5753	35	23	2018-06-18	4
5754	3	23	2019-02-21	6
5755	88	23	2018-05-18	8
5756	221	23	2019-04-13	9
5757	272	23	2018-11-16	4
5758	226	23	2019-02-09	2
5759	74	23	2019-02-27	1
5760	176	23	2018-11-13	10
5761	98	23	2018-12-30	3
5762	61	23	2019-05-15	4
5763	54	23	2018-10-25	7
5764	286	23	2018-07-19	5
5765	208	23	2018-05-23	8
5766	312	23	2019-02-12	10
5767	285	23	2018-06-18	10
5768	106	23	2019-02-02	7
5769	126	23	2018-05-22	6
5770	56	23	2018-06-17	3
5771	218	23	2018-07-10	2
5772	108	23	2018-10-27	6
5773	213	23	2018-06-10	3
5774	301	23	2018-11-25	7
5775	112	23	2018-10-31	7
5776	318	23	2018-06-12	8
5777	40	23	2018-09-18	7
5778	33	23	2018-10-14	7
5779	229	23	2018-09-09	2
5780	137	23	2018-09-09	4
5781	259	23	2018-11-01	7
5782	181	23	2019-01-29	2
5783	267	23	2019-05-09	3
5784	290	23	2019-04-25	1
5785	95	23	2018-09-23	8
5786	277	23	2018-07-25	4
5787	127	23	2018-11-10	3
5788	83	23	2019-02-16	1
5789	93	23	2018-05-29	9
5790	132	23	2018-06-19	5
5791	123	23	2018-08-10	9
5792	121	23	2018-05-30	3
5793	47	23	2018-05-14	9
5794	281	23	2018-07-16	4
5795	313	23	2018-09-12	1
5796	158	23	2018-05-07	10
5797	202	23	2018-10-18	8
5798	239	23	2018-10-15	4
5799	283	23	2018-05-14	2
5800	63	23	2019-05-05	3
5801	183	23	2018-10-04	4
5802	62	23	2018-08-13	6
5803	36	23	2018-08-13	3
5804	247	23	2018-12-20	4
5805	2	23	2018-08-22	7
5806	261	23	2019-01-29	9
5807	42	23	2019-02-15	1
5808	163	23	2018-05-06	2
5809	288	23	2018-06-26	9
5810	111	23	2019-05-04	6
5811	309	23	2018-07-29	1
5812	23	23	2019-03-21	7
5813	255	23	2019-02-01	4
5814	71	23	2018-09-11	10
5815	80	23	2018-10-29	1
5816	258	23	2019-02-04	1
5817	174	23	2018-07-22	3
5818	30	23	2019-02-11	4
5819	58	23	2018-09-19	5
5820	75	23	2018-04-30	8
5821	292	23	2018-04-22	3
5822	245	23	2019-04-09	9
5823	262	23	2019-03-10	8
5824	317	23	2018-11-06	9
5825	76	23	2018-11-27	4
5826	31	23	2018-08-29	9
5827	142	23	2019-01-07	2
5828	84	23	2019-01-28	9
5829	103	23	2018-12-02	10
5830	211	23	2018-12-20	1
5831	119	23	2019-05-15	9
5832	96	23	2019-03-29	2
5833	169	23	2019-04-27	9
5834	18	23	2019-04-13	3
5835	94	23	2018-11-29	3
5836	116	23	2018-05-28	7
5837	43	23	2019-02-07	7
5838	296	24	2019-04-19	5
5839	89	24	2018-09-20	6
5840	319	24	2019-03-12	9
5841	10	24	2018-09-14	5
5842	196	24	2019-02-09	9
5843	155	24	2019-03-26	1
5844	66	24	2019-05-21	3
5845	277	24	2018-05-22	10
5846	245	24	2019-04-18	9
5847	294	24	2019-02-19	6
5848	132	24	2018-08-05	1
5849	84	24	2018-07-18	3
5850	213	24	2018-08-29	2
5851	126	24	2018-11-14	6
5852	113	24	2018-10-18	9
5853	275	24	2018-11-29	5
5854	173	24	2019-01-25	3
5855	103	24	2018-09-10	6
5856	77	24	2018-05-07	2
5857	304	24	2018-04-28	1
5858	6	24	2019-02-07	10
5859	26	24	2019-02-09	2
5860	1	24	2018-12-28	6
5861	41	24	2019-01-12	1
5862	247	24	2018-07-24	3
5863	140	24	2018-11-25	5
5864	49	24	2018-12-16	10
5865	82	24	2019-02-27	5
5866	92	24	2019-03-16	3
5867	168	24	2019-04-28	4
5868	94	24	2018-06-06	8
5869	221	24	2018-10-28	9
5870	122	24	2019-05-21	4
5871	204	24	2018-11-25	2
5872	222	24	2019-05-22	5
5873	124	24	2019-02-15	10
5874	15	24	2018-05-18	5
5875	235	24	2018-12-15	1
5876	259	24	2019-05-04	2
5877	272	24	2018-12-04	10
5878	181	24	2018-05-04	8
5879	299	24	2019-02-08	5
5880	162	24	2018-07-03	8
5881	97	24	2018-06-29	5
5882	14	24	2019-03-05	6
5883	121	24	2018-12-06	3
5884	63	24	2018-12-20	5
5885	194	24	2018-11-21	2
5886	216	24	2019-02-06	4
5887	71	24	2018-08-16	10
5888	264	24	2019-03-28	5
5889	46	24	2018-09-18	3
5890	116	24	2019-04-16	4
5891	3	24	2018-05-27	8
5892	13	24	2018-05-09	7
5893	286	24	2018-11-29	4
5894	249	24	2019-03-22	8
5895	278	24	2019-02-28	2
5896	169	24	2018-11-15	4
5897	148	24	2019-05-02	7
5898	225	24	2018-07-27	8
5899	295	24	2019-01-31	2
5900	158	24	2018-12-29	6
5901	90	24	2018-10-15	7
5902	55	24	2018-12-26	3
5903	120	24	2018-07-28	9
5904	165	24	2018-09-05	9
5905	54	24	2018-07-17	7
5906	153	24	2018-06-13	2
5907	283	24	2019-04-23	8
5908	129	24	2018-06-30	1
5909	199	24	2019-04-09	7
5910	156	24	2018-04-29	8
5911	101	24	2018-04-28	7
5912	70	24	2019-04-07	4
5913	262	24	2019-02-19	4
5914	22	24	2018-10-27	9
5915	185	24	2019-03-11	10
5916	279	24	2018-08-17	4
5917	93	24	2019-01-06	4
5918	208	24	2019-02-15	8
5919	171	24	2018-11-21	5
5920	110	24	2019-02-09	2
5921	170	24	2018-05-20	1
5922	226	24	2018-11-08	9
5923	5	24	2018-09-04	4
5924	209	24	2018-04-23	10
5925	139	24	2018-07-03	7
5926	150	24	2018-12-21	10
5927	45	24	2018-08-16	6
5928	105	24	2018-06-12	8
5929	136	24	2018-08-02	3
5930	152	24	2019-02-24	7
5931	197	24	2018-12-02	7
5932	219	24	2018-12-02	4
5933	154	24	2019-01-13	5
5934	106	24	2018-07-07	7
5935	268	24	2018-05-21	10
5936	118	24	2018-11-29	3
5937	317	24	2018-12-04	3
5938	27	24	2018-07-18	9
5939	206	24	2019-05-06	7
5940	273	24	2018-06-19	1
5941	316	24	2019-02-04	6
5942	314	24	2018-09-09	9
5943	269	24	2018-04-23	9
5944	258	24	2018-06-19	3
5945	160	24	2019-04-01	5
5946	117	24	2018-10-26	4
5947	9	24	2019-03-25	5
5948	141	24	2018-11-24	3
5949	56	24	2018-06-23	10
5950	243	24	2019-04-26	3
5951	312	24	2018-09-13	4
5952	211	24	2019-04-08	9
5953	292	24	2018-05-21	2
5954	4	24	2018-11-20	4
5955	98	24	2018-08-23	4
5956	301	24	2018-06-11	2
5957	166	24	2019-03-06	4
5958	144	24	2018-06-24	4
5959	210	24	2018-05-18	9
5960	64	24	2018-08-05	3
5961	288	24	2018-08-29	3
5962	180	24	2018-12-11	3
5963	68	24	2019-01-08	10
5964	95	24	2019-05-11	3
5965	207	24	2018-07-11	2
5966	142	24	2019-05-17	5
5967	306	24	2019-03-16	2
5968	291	24	2019-01-14	1
5969	25	24	2018-09-20	9
5970	28	24	2018-11-11	5
5971	17	24	2018-10-27	1
5972	271	24	2019-04-20	8
5973	50	24	2018-09-18	3
5974	257	24	2018-08-16	9
5975	52	24	2018-11-15	3
5976	2	24	2019-02-20	4
5977	178	24	2019-02-11	5
5978	145	24	2019-01-16	8
5979	107	24	2018-07-05	4
5980	157	24	2018-05-21	1
5981	79	24	2019-02-20	1
5982	260	24	2018-06-03	4
5983	146	24	2018-11-13	1
5984	57	24	2019-04-26	2
5985	48	24	2018-12-14	1
5986	36	24	2019-04-21	1
5987	274	24	2018-10-14	2
5988	172	24	2018-06-29	3
5989	232	24	2018-12-07	1
5990	190	24	2018-10-21	2
5991	109	24	2018-09-16	3
5992	108	24	2018-11-13	8
5993	252	24	2018-08-26	5
5994	85	24	2019-03-06	10
5995	78	24	2019-04-25	6
5996	239	24	2019-01-05	7
5997	220	24	2018-06-09	5
5998	231	24	2018-05-25	4
5999	96	24	2019-04-19	3
6000	253	24	2018-06-14	2
6001	248	24	2018-07-14	8
6002	265	24	2019-05-14	1
6003	184	24	2018-08-12	1
6004	73	24	2018-07-15	6
6005	51	24	2018-11-12	1
6006	240	24	2018-06-28	3
6007	43	24	2019-03-31	9
6008	305	24	2019-05-12	2
6009	159	24	2019-02-13	1
6010	236	24	2018-08-22	5
6011	307	24	2018-11-04	9
6012	284	24	2019-04-29	10
6013	309	24	2018-09-21	7
6014	32	24	2018-04-29	6
6015	81	24	2018-06-30	5
6016	280	24	2019-04-24	6
6017	198	24	2019-03-05	3
6018	58	24	2018-10-16	3
6019	123	24	2018-10-28	5
6020	205	24	2018-09-30	10
6021	244	24	2019-05-02	3
6022	102	24	2018-06-08	1
6023	125	24	2019-02-26	7
6024	114	24	2018-09-20	4
6025	62	24	2019-05-21	5
6026	67	24	2018-06-29	9
6027	39	24	2018-11-18	3
6028	241	24	2018-04-28	2
6029	229	24	2019-04-06	8
6030	287	24	2018-04-26	8
6031	7	24	2019-01-12	2
6032	16	24	2019-02-01	8
6033	290	24	2019-03-10	9
6034	99	24	2018-06-11	6
6035	195	24	2018-06-14	9
6036	147	24	2018-05-25	3
6037	310	24	2018-11-17	6
6038	83	24	2018-11-08	10
6039	104	24	2019-03-14	9
6040	266	24	2019-04-24	6
6041	44	24	2019-03-16	2
6042	300	24	2018-04-29	5
6043	72	24	2019-05-18	4
6044	256	24	2018-11-29	1
6045	111	24	2018-08-09	1
6046	285	24	2018-05-13	1
6047	182	24	2018-05-28	4
6048	119	24	2019-01-03	10
6049	218	24	2019-05-21	7
6050	215	24	2019-02-15	5
6051	224	24	2019-02-10	2
6052	189	24	2019-03-06	10
6053	289	24	2018-08-20	10
6054	115	24	2019-05-12	7
6055	311	24	2018-06-16	3
6056	61	24	2019-01-08	2
6057	237	24	2019-03-27	10
6058	174	24	2018-12-04	5
6059	282	24	2019-02-02	10
6060	86	24	2019-05-03	7
6061	18	24	2018-05-10	4
6062	138	24	2019-04-05	2
6063	227	24	2018-09-16	9
6064	80	24	2019-02-25	6
6065	53	24	2018-12-24	10
6066	130	24	2019-03-29	6
6067	88	24	2019-02-28	7
6068	135	24	2018-11-28	6
6069	315	24	2019-05-17	3
6070	276	24	2018-10-03	9
6071	228	24	2018-04-22	3
6072	34	24	2019-03-07	1
6073	33	24	2019-04-02	7
6074	164	24	2019-02-11	8
